Age,Education,Degree,Skills,Technical Skills,Soft Skills,Work Experience,Interests,Career Interests,Personality/Strengths,Preferred Work Environment,Salary Expectation,Location Preference,Work-Life Balance Preference,Recommended_Career
43,Postgraduate,MBA,"Analysis, Programming","SQL, Tableau, Excel","Creativity, Adaptability, Critical Thinking",1 year,"Business Intelligence, Analytics",Business Analytics,"Detail Oriented, Analytical",Remote,87889,Pune,Low,Data Analyst
27,Undergraduate,BBA,"Creativity, Communication","SEO, Digital Marketing, Excel, UI Design","Creativity, Adaptability, Critical Thinking",4 years,"Marketing, Branding",Marketing,"Creative, Persuasive",Office,62590,Mumbai,Medium,Marketing Manager
34,Postgraduate,B.Com,"Communication, Analysis","Digital Marketing, Excel, Canva","Communication, Creativity, Teamwork",2 years,"Branding, Social Media",Digital Marketing,"Leadership, Communication",Office,101521,Mumbai,Low,Marketing Manager
27,Diploma,BA,"Programming, Research","Python, SPSS, Research Methods","Leadership, Time Management, Critical Thinking",1 year,"Education, Research",Research,"Detail Oriented, Analytical",Office,35415,Ahmedabad,High,Academic Researcher
23,Undergraduate,MBA,"Communication, Analysis","Python, SPSS, Research Methods","Teamwork, Time Management, Problem Solving",1 year,"Research, Education",Research,"Analytical, Curious",Office,44254,Ahmedabad,Medium,Academic Researcher
29,Diploma,MCA,"Research, Programming","Python, SQL, TensorFlow","Teamwork, Time Management, Problem Solving",9 years,"Data Science, Technology",Data Science,"Curious, Analytical",Hybrid,99415,Remote,Medium,Data Scientist
23,Undergraduate,BCA,"Research, Communication","Python, SQL, Excel, MS Office","Leadership, Time Management, Critical Thinking",0 years,"Business Intelligence, Analytics",Business Analytics,"Detail Oriented, Analytical",Remote,46036,Bangalore,Medium,Data Analyst
21,Postgraduate,BA,"Research, Programming","SQL, Excel, Power BI","Leadership, Time Management, Critical Thinking",0 years,"Data Science, Technology",Business Analytics,"Analytical, Curious",Office,85427,Delhi,Low,Data Analyst
28,Diploma,BBA,"Research, Programming","SEO, Digital Marketing, Excel, UI Design","Leadership, Time Management, Critical Thinking",5 years,"Branding, Social Media",Digital Marketing,"Leadership, Communication",Remote,63607,Bangalore,Low,Marketing Manager
41,Undergraduate,Diploma in Computer,"Communication, Analysis","Python, SPSS, Research Methods","Leadership, Time Management, Critical Thinking",1 year,"Marketing, Branding",Marketing,"Leadership, Communication",Office,62970,Bangalore,High,Marketing Manager
25,Diploma,MBA,"Leadership, Programming","Python, Machine Learning, Statistics","Communication, Creativity, Teamwork",1 year,"Analytics, Data Science",Machine Learning,"Analytical, Innovative",Hybrid,105724,Bangalore,Medium,Data Scientist
26,Diploma,MA,"Creativity, Programming","Python, Machine Learning, Statistics","Teamwork, Creativity, Adaptability",3 years,"Business, Analytics",Business Analytics,"Analytical, Curious",Remote,69427,Hyderabad,High,Data Analyst
35,Postgraduate,B.Com,"Leadership, Programming","SQL, Excel, Power BI","Creativity, Adaptability, Critical Thinking",9 years,"Business Intelligence, Analytics",Data Analytics,"Curious, Analytical",Office,59248,Delhi,Medium,Data Analyst
29,Diploma,MCA,"Leadership, Programming","Machine Learning, Python, SQL","Teamwork, Time Management, Problem Solving",9 years,"Analytics, Data Science",Data Science,"Leadership, Communication",Hybrid,101261,Ahmedabad,Low,Data Scientist
23,Diploma,B.Sc,"Creativity, Programming","SQL, Tableau, Excel","Creativity, Adaptability, Critical Thinking",2 years,"Business, Analytics",Business Analytics,"Creative, Detail Oriented",Remote,85987,Remote,Medium,Data Analyst
26,Diploma,MCA,"Creativity, Programming","Python, Machine Learning, Statistics","Problem Solving, Communication",6 years,"Data Science, Technology",Data Science,"Curious, Analytical",Remote,88998,Hyderabad,Medium,Data Scientist
34,Postgraduate,BA,"Communication, Analysis","Digital Marketing, Excel, Canva","Teamwork, Creativity, Adaptability",5 years,"Business Intelligence, Analytics",Digital Marketing,"Creative, Persuasive",Hybrid,89369,Pune,Low,Marketing Manager
32,Diploma,B.Sc,"Leadership, Programming","Python, SPSS, Research Methods","Creativity, Adaptability, Critical Thinking",8 years,"Data Science, Technology",Machine Learning,"Creative, Persuasive",Remote,94131,Remote,High,Data Scientist
20,Diploma,BCA,"Research, Analysis","SEO, Digital Marketing, Excel, UI Design","Problem Solving, Communication",0 years,"Education, Research",Data Science,"Innovative, Empathetic",Office,88889,Mumbai,High,Marketing Manager
34,Undergraduate,B.Des,"Creativity, Communication","Python, SQL, Excel, MS Office","Communication, Creativity, Teamwork",5 years,"Branding, Social Media",Creative Design,"Creative, Detail Oriented",Office,72443,Delhi,Medium,UI/UX Designer
31,Diploma,BA,"Creativity, Programming","Python, SQL, Excel, MS Office","Communication, Creativity, Teamwork",3 years,"Business, Analytics",Data Analytics,"Detail Oriented, Analytical",Office,81568,Hyderabad,Low,Data Analyst
22,Undergraduate,BCA,"Research, Analysis","Python, SQL, TensorFlow","Communication, Creativity, Teamwork",2 years,"Data Science, Technology",Machine Learning,"Curious, Analytical",Hybrid,70629,Remote,Low,Data Scientist
42,Diploma,BBA,"Research, Creativity","Figma, Photoshop, Canva","Problem Solving, Communication",15 years,"Design, User Experience",Creative Design,"Creative, Detail Oriented",Remote,70579,Hyderabad,High,UI/UX Designer
31,Undergraduate,MBA,"Research, Analysis","Research Methods, SPSS, Python, Power BI","Problem Solving, Communication",9 years,"Education, Research",Academic Research,"Creative, Persuasive",Hybrid,58042,Remote,Low,Academic Researcher
31,Undergraduate,B.Com,"Research, Creativity","Adobe XD, UI Design, Figma","Leadership, Time Management, Critical Thinking",10 years,"Marketing, Branding",Creative Design,"Creative, Detail Oriented",Remote,46424,Delhi,Low,UI/UX Designer
44,Undergraduate,BCA,"Creativity, Communication","Figma, Photoshop, Canva","Teamwork, Time Management, Problem Solving",4 years,"Design, User Experience",UI/UX Design,"Detail Oriented, Analytical",Remote,55356,Mumbai,Medium,UI/UX Designer
43,Diploma,MBA,"Programming, Analysis","Research Methods, SPSS, Python, Power BI","Creativity, Adaptability, Critical Thinking",3 years,"Business, Analytics",Machine Learning,"Detail Oriented, Analytical",Remote,79863,Remote,Medium,Data Scientist
24,Undergraduate,BCA,"Research, Analysis","SEO, Digital Marketing, Excel, UI Design","Communication, Creativity, Teamwork",1 year,"Marketing, Branding",Digital Marketing,"Analytical, Curious",Hybrid,73046,Remote,Low,Marketing Manager
29,Diploma,BA,"Leadership, Programming","Machine Learning, Python, SQL","Problem Solving, Communication",9 years,"Design, User Experience",Machine Learning,"Curious, Analytical",Office,109187,Remote,Medium,Data Scientist
39,Undergraduate,BCA,"Research, Programming","Python, Machine Learning, Statistics","Problem Solving, Communication",10 years,"Design, User Experience",Data Science,"Curious, Analytical",Hybrid,108916,Mumbai,Medium,Data Scientist
35,Postgraduate,Diploma in Computer,"Research, Analysis","Research Methods, SPSS, Python, Power BI","Leadership, Time Management, Critical Thinking",3 years,"Education, Research",Creative Design,"Analytical, Curious",Hybrid,67105,Delhi,High,Academic Researcher
29,Postgraduate,Diploma in Computer,"Programming, Analysis","Python, Machine Learning, Statistics","Teamwork, Creativity, Adaptability",8 years,"Data Science, Technology",UI/UX Design,"Detail Oriented, Analytical",Remote,104230,Mumbai,High,Data Scientist
32,Postgraduate,MBA,"Research, Analysis","SPSS, Excel, Statistics","Communication, Creativity, Teamwork",7 years,"Analytics, Data Science",Academic Research,"Leadership, Communication",Office,90120,Remote,Medium,Academic Researcher
23,Postgraduate,BCA,"Research, Communication","Figma, UI Design, Adobe XD","Teamwork, Creativity, Adaptability",3 years,"Research, Education",Academic Research,"Detail Oriented, Analytical",Office,43074,Delhi,High,Academic Researcher
26,Diploma,Diploma in Computer,"Programming, Analysis","Machine Learning, Python, SQL","Leadership, Time Management, Critical Thinking",2 years,"Design, User Experience",Data Science,"Innovative, Empathetic",Hybrid,109084,Bangalore,High,Data Scientist
24,Postgraduate,B.Com,"Leadership, Programming","Digital Marketing, Excel, Canva","Teamwork, Creativity, Adaptability",3 years,"Analytics, Data Science",Research,"Curious, Analytical",Office,93331,Remote,Medium,Data Scientist
30,Postgraduate,BBA,"Research, Analysis","Python, SPSS, Research Methods","Teamwork, Creativity, Adaptability",9 years,"Research, Education",Research,"Analytical, Curious",Hybrid,54554,Hyderabad,Medium,Academic Researcher
44,Postgraduate,MBA,"Design, Communication","Figma, Photoshop, Canva","Teamwork, Time Management, Problem Solving",13 years,"Data Science, Technology",Creative Design,"Innovative, Empathetic",Remote,92145,Remote,Low,UI/UX Designer
40,Undergraduate,B.Des,"Research, Analysis","SEO, Google Analytics, Social Media","Problem Solving, Communication",12 years,"Business, Analytics",Research,"Detail Oriented, Analytical",Office,56345,Remote,High,Academic Researcher
22,Diploma,BBA,"Design, Communication","Adobe XD, UI Design, Figma","Teamwork, Time Management, Problem Solving",1 year,"Design, User Experience",Creative Design,"Creative, Detail Oriented",Hybrid,62013,Mumbai,Medium,UI/UX Designer
43,Diploma,BBA,"Leadership, Programming","Python, SPSS, Research Methods","Communication, Creativity, Teamwork",4 years,"Research, Education",Academic Research,"Detail Oriented, Analytical",Remote,51960,Ahmedabad,Medium,Academic Researcher
44,Diploma,BBA,"Design, Communication","Figma, Photoshop, Canva","Teamwork, Creativity, Adaptability",0 years,"Design, User Experience",Creative Design,"Innovative, Empathetic",Hybrid,85273,Delhi,Medium,UI/UX Designer
42,Undergraduate,BA,"Creativity, Communication","Adobe XD, UI Design, Figma","Teamwork, Creativity, Adaptability",3 years,"Education, Research",UI/UX Design,"Creative, Persuasive",Hybrid,78603,Mumbai,Medium,UI/UX Designer
20,Diploma,Diploma in Management,"Creativity, Communication","Adobe XD, UI Design, Figma","Creativity, Adaptability, Critical Thinking",0 years,"Business, Analytics",Creative Design,"Innovative, Empathetic",Office,72403,Mumbai,Low,UI/UX Designer
30,Undergraduate,MCA,"Communication, Analysis","Digital Marketing, Excel, Canva","Teamwork, Time Management, Problem Solving",4 years,"Marketing, Branding",Machine Learning,"Creative, Persuasive",Hybrid,75868,Delhi,Low,Marketing Manager
39,Undergraduate,BCA,"Leadership, Programming","Python, Machine Learning, Statistics","Creativity, Adaptability, Critical Thinking",14 years,"Analytics, Data Science",UI/UX Design,"Analytical, Innovative",Office,89688,Pune,High,Data Scientist
44,Postgraduate,MBA,"Analysis, Programming","Python, SQL, TensorFlow","Teamwork, Time Management, Problem Solving",15 years,"Business, Analytics",Business Analytics,"Innovative, Empathetic",Hybrid,115748,Hyderabad,Low,Data Analyst
39,Postgraduate,B.Des,"Creativity, Communication","SPSS, Excel, Statistics","Problem Solving, Communication",5 years,"Education, Research",Creative Design,"Detail Oriented, Analytical",Hybrid,80882,Ahmedabad,High,Academic Researcher
40,Postgraduate,MA,"Creativity, Communication","Figma, Photoshop, Canva","Leadership, Time Management, Critical Thinking",11 years,"Creative Design, User Experience",UI/UX Design,"Creative, Detail Oriented",Remote,95238,Remote,Low,UI/UX Designer
22,Undergraduate,B.Des,"Creativity, Programming","Python, SQL, Excel, MS Office","Communication, Creativity, Teamwork",1 year,"Analytics, Data Science",Business Analytics,"Analytical, Curious",Hybrid,61528,Hyderabad,High,Data Analyst
37,Undergraduate,B.Des,"Design, Communication","Adobe XD, UI Design, Figma","Creativity, Adaptability, Critical Thinking",15 years,"Design, User Experience",Digital Marketing,"Analytical, Innovative",Office,82461,Delhi,Low,UI/UX Designer
43,Undergraduate,M.Sc,"Creativity, Communication","Machine Learning, Python, SQL","Teamwork, Time Management, Problem Solving",15 years,"Design, User Experience",Creative Design,"Leadership, Communication",Office,98765,Ahmedabad,High,UI/UX Designer
41,Undergraduate,MA,"Communication, Analysis","SEO, Google Analytics, Social Media","Teamwork, Time Management, Problem Solving",15 years,"Branding, Social Media",Marketing,"Creative, Persuasive",Hybrid,99686,Delhi,High,Marketing Manager
32,Diploma,BCA,"Analysis, Programming","SQL, Tableau, Excel","Leadership, Time Management, Critical Thinking",6 years,"Business, Analytics",Data Analytics,"Analytical, Curious",Hybrid,59717,Delhi,High,Data Analyst
44,Undergraduate,MCA,"Research, Programming","SQL, Tableau, Excel","Communication, Creativity, Teamwork",2 years,"Business Intelligence, Analytics",Business Analytics,"Curious, Analytical",Hybrid,43585,Mumbai,High,Data Analyst
44,Diploma,B.Des,"Research, Creativity","Figma, UI Design, Adobe XD","Leadership, Time Management, Critical Thinking",13 years,"Design, User Experience",UI/UX Design,"Curious, Analytical",Remote,63360,Ahmedabad,High,UI/UX Designer
43,Undergraduate,B.Com,"Research, Communication","Python, SPSS, Research Methods","Leadership, Time Management, Critical Thinking",7 years,"Education, Research",Academic Research,"Detail Oriented, Analytical",Office,87705,Bangalore,Medium,Academic Researcher
43,Undergraduate,Diploma in Computer,"Creativity, Communication","SPSS, Excel, Statistics","Teamwork, Creativity, Adaptability",15 years,"Creative Design, User Experience",Academic Research,"Analytical, Innovative",Remote,81634,Delhi,Low,Academic Researcher
45,Diploma,B.Com,"Research, Creativity","Figma, Photoshop, Canva","Teamwork, Creativity, Adaptability",7 years,"Design, User Experience",UI/UX Design,"Creative, Detail Oriented",Hybrid,72773,Remote,Medium,UI/UX Designer
33,Diploma,B.Des,"Research, Communication","SPSS, Excel, Statistics","Problem Solving, Communication",0 years,"Research, Education",Machine Learning,"Analytical, Curious",Remote,48688,Ahmedabad,Medium,Academic Researcher
28,Postgraduate,BA,"Programming, Research","Python, SPSS, Research Methods","Teamwork, Time Management, Problem Solving",1 year,"Research, Education",Academic Research,"Curious, Analytical",Remote,59019,Bangalore,High,Academic Researcher
20,Diploma,BCA,"Research, Programming","SQL, Tableau, Excel","Teamwork, Time Management, Problem Solving",0 years,"Business Intelligence, Analytics",Data Science,"Detail Oriented, Analytical",Remote,54443,Pune,High,Data Analyst
23,Diploma,MA,"Creativity, Communication","SEO, Google Analytics, Social Media","Communication, Creativity, Teamwork",3 years,"Marketing, Branding",UI/UX Design,"Detail Oriented, Analytical",Remote,89437,Pune,Low,Marketing Manager
42,Undergraduate,MCA,"Research, Communication","Research Methods, SPSS, Python, Power BI","Communication, Creativity, Teamwork",14 years,"Education, Research",Academic Research,"Analytical, Curious",Hybrid,97146,Delhi,Medium,Academic Researcher
35,Undergraduate,MA,"Research, Communication","SQL, Tableau, Excel","Problem Solving, Communication",15 years,"Business, Analytics",Data Analytics,"Analytical, Innovative",Hybrid,76236,Mumbai,Medium,Data Analyst
